iata,name,city,state,country,latitude,longitude
9S4,USBP,Superior,MT,USA,47.16825944,-114.8537411
9S5,USBP,Three Forks,MT,USA,45.87852778,-111.5691389
9S7,USBP,Winifred,MT,USA,47.55164778,-109.3776792
9S9,USBP,Lexington,OR,USA,45.45263139,-119.6886361
9U0,USBP,Turner,MT,USA,48.85417361,-108.4090214
9U3,USBP,Austin,NV,USA,39.46798056,-117.1953703
9U4,USBP,Dixon,WY,USA,41.03829806,-107.4972869
9V5,USBP,Rushville,NE,USA,42.73748639,-102.4448947
9V6,USBP,Martin,SD,USA,43.16564083,-101.7126953
9V9,USBP,Chamberlain,SD,USA,43.76612222,-99.32134
9W7,USBP,Currituck,NC,USA,36.39893194,-76.01631111
A04,USBP,Centre,AL,USA,34.15987361,-85.63512944
A14,USBP,Portage Creek,AK,USA,58.906485,-157.7141078
A29,USBP,Sitka,AK,USA,57.05213778,-135.3462086
A30,USBP,Fort Jones,CA,USA,41.55819444,-122.8553103
A32,USBP,Dorris,CA,USA,41.88709222,-121.9755614
A61,USBP,Tuntutuliak,AK,USA,60.33534556,-162.6670094
A63,USBP,Twin Hills,AK,USA,59.07562167,-160.2730436
A79,USBP,Chignik Lake,AK,USA,56.25504722,-158.7753614
A85,USBP,Kwigillingok,AK,USA,59.87644778,-163.1675583
AAF,USBP,Apalachicola,FL,USA,29.72754583,-85.02744778
AAO,USBP,Wichita,KS,USA,37.74755556,-97.22113889
AAS,USBP,Cambellsville,KY,USA,37.35827778,-85.30941667
AAT,USBP,Alturas,CA,USA,41.483,-120.5653611
ABE,USBP,Allentown,PA,USA,40.65236278,-75.44040167
ABI,USBP,Abilene,TX,USA,32.41132,-99.68189722
ABO,USBP,Arecibo,PR,USA,18.45111111,-66.67555556
ABQ,USBP,Albuquerque,NM,USA,35.04022222,-106.6091944
ABR,USBP,Aberdeen,SD,USA,45.44905556,-98.42183333
ABY,USBP,Albany,GA,USA,31.535515,-84.19447333
ACB,USBP,Bellaire,MI,USA,44.98857611,-85.198355
ACJ,USBP,Americus,GA,USA,32.11079917,-84.18884806
ACK,USBP,Nantucket,MA,USA,41.25305194,-70.06018139
ACQ,USBP,Waseca,MN,USA,44.07346389,-93.55294361
ACT,USBP,Waco,TX,USA,31.61128833,-97.23051917
ACV,USBP,Arcata/Eureka,CA,USA,40.97811528,-124.1086189
ACY,USBP,Atlantic City,NJ,USA,39.45758333,-74.57716667
ACZ,USBP,Wallace,NC,USA,34.71789028,-78.00362444
ADC,USBP,Wadena,MN,USA,46.45026972,-95.21095472
ADG,USBP,Adrian,MI,USA,41.86943667,-84.07480528
ADH,USBP,Ada,OK,USA,34.80434056,-96.6712775
ADK,USBP,Adak,AK,USA,51.87796389,-176.6460306
ADM,USBP,Ardmore,OK,USA,34.30320667,-97.01952167
ADQ,USBP,Kodiak,AK,USA,57.74996778,-152.4938553
ADS,USBP,Dallas/Addison,TX,USA,32.96855944,-96.83644778
ADT,USBP,Atwood,KS,USA,39.84013889,-101.0420278
ADU,USBP,Audubon,IA,USA,41.70137556,-94.92054167
AEG,USBP,Albuquerque,NM,USA,35.14515278,-106.7951617
AEL,USBP,Albert Lea,MN,USA,43.68151278,-93.36723778
AEX,USBP,Alexandria,LA,USA,31.32737167,-92.54855611
AFE,USBP,Kake,AK,USA,56.96048139,-133.9082694
AFJ,USBP,Washington,PA,USA,40.13648833,-80.29020083
AFK,USBP,Nebraska City,NE,USA,40.60688889,-95.86569444
AFM,USBP,Ambler,AK,USA,67.10610472,-157.8536203
AFN,USBP,Jaffrey,NH,USA,42.80513417,-72.00302194
AFO,USBP,Afton,WY,USA,42.71124583,-110.9421639
AFW,USBP,Fort Worth,TX,USA,32.98763889,-97.31880556
AGC,USBP,Pittsburgh,PA,USA,40.35440139,-79.93016889
AGN,USBP,Angoon,AK,USA,57.50355528,-134.5850939
AGO,USBP,Magnolia,AR,USA,33.22802111,-93.21696861
AGS,USBP,Augusta,GA,USA,33.369955,-81.96449611
AGZ,USBP,Wagner,SD,USA,43.06332694,-98.29618972
AHH,USBP,Amery,WI,USA,45.28114833,-92.37539222
AHN,USBP,Athens,GA,USA,33.94859528,-83.32634694
AHP,USBP,Port Alexander,AK,USA,56.24684222,-134.6481539
AHQ,USBP,Wahoo,NE,USA,41.24133333,-96.59402778
AIA,USBP,Alliance,NE,USA,42.05325,-102.8037222
AID,USBP,Anderson,IN,USA,40.10862139,-85.61299472
AIG,USBP,Antigo,WI,USA,45.15419444,-89.11072222
AIK,USBP,Aiken,SC,USA,33.64955556,-81.68447222
AIO,USBP,Atlantic,IA,USA,41.40726722,-95.04690639
AIT,USBP,Aitkin,MN,USA,46.5484225,-93.6768
AIV,USBP,Aliceville,AL,USA,33.10706889,-88.19725167
AIY,USBP,Atlantic City,NJ,USA,39.36002778,-74.45608333
AIZ,USBP,Kaiser/Lake Ozark,MO,USA,38.096035,-92.5494875
AJC,USBP,Chignik,AK,USA,56.3114625,-158.3732369
AJG,USBP,Mt Carmel,IL,USA,38.60654722,-87.72669417
AJO,USBP,Corona,CA,USA,33.89765389,-117.60244
AJR,USBP,Cornelia,GA,USA,34.50081944,-83.55487
AK5,USBP,Perryville,AK,USA,55.90806056,-159.1585781
AKA,USBP,Atka,AK,USA,52.22034833,-174.2063503
AKH,USBP,Gastonia,NC,USA,35.20265944,-81.1498675
AKI,USBP,Akiak,AK,USA,60.90481194,-161.2270189
AKK,USBP,Akhiok,AK,USA,56.93869083,-154.1825556
AKN,USBP,King Salmon,AK,USA,58.67680167,-156.6492175
AKO,USBP,Akron,CO,USA,40.17563333,-103.2220278
AKP,USBP,Anaktuvuk Pass,AK,USA,68.1343225,-151.74168
AKR,USBP,Akron,OH,USA,41.0375,-81.46693944
AKW,USBP,Klawock,AK,USA,55.57923333,-133.0759972
AL08,USBP,Marion,AL,USA,32.51235611,-87.38555472
ALB,USBP,Albany,NY,USA,42.74811944,-73.80297861
ALI,USBP,Alice,TX,USA,27.74088889,-98.02694444
ALM,USBP,Alamogordo,NM,USA,32.83994444,-105.9905833
ALN,USBP,Alton/St. Louis,IL,USA,38.89029083,-90.04604306
ALO,USBP,Waterloo,IA,USA,42.55708139,-92.40034361
ALS,USBP,Alamosa,CO,USA,37.43491667,-105.8665556
ALW,USBP,Walla Walla,WA,USA,46.09456167,-118.2880367
ALX,USBP,Alexander City,AL,USA,32.91475167,-85.96295611
AMA,USBP,Amarillo,TX,USA,35.2193725,-101.7059272
AMG,USBP,Alma,GA,USA,31.53605556,-82.50655556
AMN,USBP,Alma,MI,USA,43.3221425,-84.68794917
AMT,USBP,West Union,OH,USA,38.85148778,-83.56627778
AMW,USBP,Ames,IA,USA,41.99206972,-93.62180139
ANB,USBP,Anniston,AL,USA,33.58816667,-85.85811111
ANC,USBP,Anchorage,AK,USA,61.17432028,-149.9961856
AND,USBP,Anderson,SC,USA,34.49494444,-82.70902778
ANE,USBP,Minneapolis,MN,USA,45.145,-93.21138889
ANI,USBP,Aniak,AK,USA,61.58159694,-159.5430428
ANQ,USBP,Angola,IN,USA,41.63969833,-85.08349333
ANV,USBP,Anvik,AK,USA,62.64858333,-160.1898889
ANW,USBP,Ainsworth,NE,USA,42.57922222,-99.99297222
ANY,USBP,Anthony,KS,USA,37.15852194,-98.07964667
AOC,USBP,Arco,ID,USA,43.60343056,-113.3340972
AOH,USBP,Lima,OH,USA,40.70694444,-84.02666667
AOO,USBP,Altoona,PA,USA,40.29637222,-78.32002306
APA,USBP,Denver,CO,USA,39.57012833,-104.8492942
APC,USBP,Napa,CA,USA,38.21319444,-122.2806944
APF,USBP,Naples,FL,USA,26.15247222,-81.77544444
APN,USBP,Alpena,MI,USA,45.0780675,-83.56028583
APT,USBP,Jasper,TN,USA,35.06067778,-85.58531667
APV,USBP,Apple Valley,CA,USA,34.57528944,-117.1861792
AQC,USBP,Klawock,AK,USA,55.5546575,-133.1016928
AQH,USBP,Quinhagak,AK,USA,59.75700722,-161.8794789
AQT,USBP,Nuiqsut,AK,USA,70.20995278,-151.0055611
AQW,USBP,North Adams,MA,USA,42.69591417,-73.17038306
AQY,USBP,Girdwood,AK,USA,60.96609583,-149.1257892
ARA,USBP,New Iberia,LA,USA,30.03775833,-91.88389611
ARB,USBP,Ann Arbor,MI,USA,42.22298361,-83.74560722
ARC,USBP,Arctic Village,AK,USA,68.11608083,-145.5761114
ARG,USBP,Walnut Ridge,AR,USA,36.12534667,-90.92461944
ARR,USBP,Chicago/Aurora,IL,USA,41.77192944,-88.47565917
ART,USBP,Watertown,NY,USA,43.99192222,-76.02173861
ARV,USBP,Minocqua-Woodruff,WI,USA,45.92792556,-89.73094278
ASD,USBP,Slidell,LA,USA,30.345055,-89.82078833
ASE,USBP,Aspen,CO,USA,39.22316,-106.868845
ASG,USBP,Springdale,AR,USA,36.17641056,-94.11925833
ASH,USBP,Nashua,NH,USA,42.78176306,-71.51477944
ASJ,USBP,Ahoskie,NC,USA,36.29752583,-77.17085556
ASL,USBP,Marshall,TX,USA,32.5205,-94.30777778
ASN,USBP,Talladega,AL,USA,33.56991111,-86.05085833
AST,USBP,Astoria,OR,USA,46.15797222,-123.8786944
ASW,USBP,Warsaw,IN,USA,41.2747,-85.84005556
ASX,USBP,Ashland,WI,USA,46.54852806,-90.91896639
ATA,USBP,Atlanta,TX,USA,33.101805,-94.19532694
ATK,USBP,Atqasuk,AK,USA,70.46727611,-157.4357361
ATL,USBP,Atlanta,GA,USA,33.64044444,-84.42694444
ATS,USBP,Artesia,NM,USA,32.85252806,-104.4676864
ATW,USBP,Appleton,WI,USA,44.25740806,-88.51947556
ATY,USBP,Watertown,SD,USA,44.91398056,-97.15471944
AUG,USBP,Augusta,ME,USA,44.32064972,-69.79731806
AUH,USBP,Aurora,NE,USA,40.89413889,-97.99455556
AUK,USBP,Alakanuk,AK,USA,62.68004417,-164.6599253
AUM,USBP,Austin,MN,USA,43.66499083,-92.933385
AUN,USBP,Auburn,CA,USA,38.95476944,-121.0820806
AUO,USBP,Auburn,AL,USA,32.61635417,-85.43355944
AUS,USBP,Austin,TX,USA,30.19453278,-97.66987194
AUW,USBP,Wausau,WI,USA,44.92847222,-89.62661111
AVC,USBP,South Hill,VA,USA,36.68827778,-78.05447222
AVK,USBP,Alva,OK,USA,36.77317,-98.66994611
AVL,USBP,Asheville,NC,USA,35.43619444,-82.54180556
AVO,USBP,Avon Park,FL,USA,27.591145,-81.52785333
AVP,USBP,Wilkes-Barre/Scranton,PA,USA,41.33814944,-75.7242675
AVQ,USBP,Marana,AZ,USA,32.40939028,-111.2185086
AVX,USBP,Avalon,CA,USA,33.40494444,-118.4158611
AWG,USBP,Washington,IA,USA,41.27610083,-91.67344389
AWI,USBP,Wainwright,AK,USA,70.638,-159.99475
AWM,USBP,West Memphis,AR,USA,35.13505861,-90.23444639
AWO,USBP,Arlington,WA,USA,48.16074833,-122.1590208
AXA,USBP,Algona,IA,USA,43.07791056,-94.27199278
AXN,USBP,Alexandria,MN,USA,45.86629833,-95.39466806
AXS,USBP,Altus,OK,USA,34.69878194,-99.3381
AXV,USBP,Wapakoneta,OH,USA,40.49338889,-84.29894444
AXX,USBP,Angel Fire,NM,USA,36.42240972,-105.2892967
AYS,USBP,Waycross,GA,USA,31.24905556,-82.39530556
AZC,USBP,Colorado City,AZ,USA,36.95994444,-113.0138889
AZE,USBP,Hazelhurst,GA,USA,31.88465639,-82.64738778
AZO,USBP,Kalamazoo,MI,USA,42.234875,-85.5520575
B01,USBP,Granville,NY,USA,43.42507111,-73.26205306
B08,USBP,Silver Springs,NV,USA,39.40324917,-119.2518292
B16,USBP,Weedsport,NY,USA,43.08027611,-76.53837556
B19,USBP,Biddeford,ME,USA,43.46411111,-70.47238889
B21,USBP,Carrabasset,ME,USA,45.08616639,-70.21617778
BAF,USBP,Westfield,MA,USA,42.15773111,-72.71562028
BAK,USBP,Columbus,IN,USA,39.26191861,-85.89634556
BAM,USBP,Battle Mountain,NV,USA,40.59904583,-116.8743358
BAX,USBP,Bad Axe,MI,USA,43.78091667,-82.98566667
BAZ,USBP,New Braunfels,TX,USA,29.7045,-98.04222222
BBB,USBP,Benson,MN,USA,45.3319325,-95.650565
BBD,USBP,Brady,TX,USA,31.17816667,-99.32463889
BBP,USBP,Bennettsville,SC,USA,34.62170861,-79.73435944
BBW,USBP,Broken Bow,NE,USA,41.43645056,-99.64216861
BCB,USBP,Blacksburg,VA,USA,37.20782361,-80.40832778
BCE,USBP,Bryce Canyon,UT,USA,37.70637111,-112.1454725
BCK,USBP,Black River Falls,WI,USA,44.25073861,-90.85528028
BCT,USBP,Boca Raton,FL,USA,26.37848667,-80.10769667
BCV,USBP,Birchwood,AK,USA,61.41612444,-149.50888
BDE,USBP,Baudette,MN,USA,48.72741667,-94.61030556
BDG,USBP,Blanding,UT,USA,37.58303472,-109.4832889
BDL,USBP,Windsor Locks,CT,USA,41.93887417,-72.68322833
BDQ,USBP,Morrilton,AR,USA,35.13619528,-92.71349722
BDR,USBP,Bridgeport,CT,USA,41.16348417,-73.12617861
BDX,USBP,Broadus,MT,USA,45.433325,-105.4172133
BED,USBP,Bedford,MA,USA,42.46995306,-71.28903
BEH,USBP,Benton Harbor,MI,USA,42.12858333,-86.4285
BET,USBP,Bethel,AK,USA,60.77977639,-161.8379975
BFD,USBP,Bradford,PA,USA,41.80306778,-78.64012083
BFF,USBP,Scottsbluff,NE,USA,41.87402778,-103.5956389
BFI,USBP,Seattle,WA,USA,47.52998917,-122.3019561
BFK,USBP,Buffalo,OK,USA,36.86330139,-99.61873056
BFL,USBP,Bakersfield,CA,USA,35.43359806,-119.0567681
BFM,USBP,Mobile,AL,USA,30.62646944,-88.06799861
BFR,USBP,Bedford,IN,USA,38.84003306,-86.44536361
BFW,USBP,Silver Bay,MN,USA,47.24902778,-91.41558333
BGD,USBP,Borger,TX,USA,35.70004194,-101.3940536
BGE,USBP,Bainbridge,GA,USA,30.97152778,-84.63744444
BGF,USBP,Winchester,TN,USA,35.17753417,-86.06616722
BGM,USBP,Binghamton,NY,USA,42.20848278,-75.97961361
BGQ,USBP,Big Lake,AK,USA,61.53556806,-149.8138975
BGR,USBP,Bangor,ME,USA,44.80744444,-68.82813889
BHB,USBP,Bar Harbor,ME,USA,44.44969444,-68.3615
BHC,USBP,Baxley,GA,USA,31.71383333,-82.39377778
BHK,USBP,Baker City,MT,USA,46.34763639,-104.2594475
BHM,USBP,Birmingham,AL,USA,33.56294306,-86.75354972
BID,USBP,Block Island,RI,USA,41.16811889,-71.57784167
BIE,USBP,Beatrice,NE,USA,40.30127778,-96.75411111
BIG,USBP,Delta Junction,AK,USA,63.99454722,-145.7216417
BIH,USBP,Bishop,CA,USA,37.37309556,-118.3636089
BIL,USBP,Billings,MT,USA,45.8076625,-108.5428611
BIS,USBP,Bismarck,ND,USA,46.77411111,-100.7467222
BIV,USBP,Holland,MI,USA,42.74316667,-86.10502778
BJC,USBP,Denver,CO,USA,39.90878667,-105.1172158
BJI,USBP,Bemidji,MN,USA,47.50942417,-94.93372333
BJJ,USBP,Wooster,OH,USA,40.87480556,-81.88825
BKD,USBP,Breckenridge,TX,USA,32.71904694,-98.89099972
BKE,USBP,Baker City,OR,USA,44.83733333,-117.8090833
BKL,USBP,Cleveland,OH,USA,41.5175,-81.68333333
BKV,USBP,Brooksville,FL,USA,28.47359722,-82.45542139
BKW,USBP,Beckley,WV,USA,37.78732833,-81.12416417
BKX,USBP,Brookings,SD,USA,44.30483333,-96.81694444
BLF,USBP,Bluefield,WV,USA,37.29579944,-81.20769056
BLH,USBP,Blythe,CA,USA,33.61916278,-114.7168764
BLI,USBP,Bellingham,WA,USA,48.79275,-122.5375278
BLM,USBP,Belmar/Farmingdale,NJ,USA,40.18691806,-74.12488694
BLV,USBP,Belleville/St. Louis,IL,USA,38.54517861,-89.83518444
BMC,USBP,Brigham City,UT,USA,41.55239139,-112.0622625
BMG,USBP,Bloomington,IN,USA,39.14602139,-86.61668278
BMI,USBP,Bloomington,IL,USA,40.47798556,-88.91595278
BML,USBP,Berlin,NH,USA,44.57537278,-71.17593167
BMQ,USBP,Burnet,TX,USA,30.73894444,-98.23858333
BMT,USBP,Beaumont,TX,USA,30.07044111,-94.21553806
BNA,USBP,Nashville,TN,USA,36.12447667,-86.67818222
BNF,USBP,Baranof Warm Springs,AK,USA,57.08882583,-134.8331414
BNG,USBP,Banning,CA,USA,33.92307111,-116.8505756
BNL,USBP,Barnwell,SC,USA,33.25777778,-81.38833333
BNO,USBP,Burns,OR,USA,43.59212778,-118.9549789
BNW,USBP,Boone,IA,USA,42.04956944,-93.84757222
BOI,USBP,Boise,ID,USA,43.56444444,-116.2227778
BOK,USBP,Brookings,OR,USA,42.07455556,-124.2900939
BOS,USBP,Boston,MA,USA,42.3643475,-71.00517917
BOW,USBP,Bartow,FL,USA,27.9433575,-81.78344167
BPI,USBP,Big Piney,WY,USA,42.58506972,-110.1111531
BPK,USBP,Mountain Home,AR,USA,36.36894194,-92.47052806
BPT,USBP,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
BQK,USBP,Brunswick,GA,USA,31.25902778,-81.46630556
BQN,USBP,Aguadilla,PR,USA,18.49486111,-67.12944444
BRD,USBP,Brainerd,MN,USA,46.39785806,-94.1372275
BRL,USBP,Burlington,IA,USA,40.783225,-91.12550556
BRO,USBP,Brownsville,TX,USA,25.90683333,-97.42586111
BRW,USBP,Barrow,AK,USA,71.2854475,-156.7660019
BRY,USBP,Bardstown,KY,USA,37.81432167,-85.49963806
BST,USBP,Belfast,ME,USA,44.40966667,-69.01225
BTI,USBP,Kaktovik,AK,USA,70.13390278,-143.5770444
BTL,USBP,Battle Creek,MI,USA,42.30727806,-85.25147972
BTM,USBP,Butte,MT,USA,45.95479528,-112.49746
BTN,USBP,Britton,SD,USA,45.81522222,-97.74313889
BTP,USBP,Butler,PA,USA,40.77692611,-79.94972417
BTR,USBP,Baton Rouge,LA,USA,30.53316083,-91.14963444
BTT,USBP,Bettles,AK,USA,66.91528667,-151.5280556
BTV,USBP,Burlington,VT,USA,44.47300361,-73.1503125
BTY,USBP,Beatty,NV,USA,36.86105722,-116.7870036
BUB,USBP,Burwell,NE,USA,41.77669444,-99.14975
BUF,USBP,Buffalo,NY,USA,42.94052472,-78.73216667
BUM,USBP,Butler,MO,USA,38.28977028,-94.34012694
BUR,USBP,Burbank,CA,USA,34.20061917,-118.3584969
BUY,USBP,Burlington,NC,USA,36.04854333,-79.47488694
BVI,USBP,Beaver Falls,PA,USA,40.77248083,-80.39142556
BVK,USBP,Buckland,AK,USA,65.98228611,-161.1519778
BVN,USBP,Albion,NE,USA,41.72857778,-98.05575972
BVO,USBP,Bartlesville,OK,USA,36.76247611,-96.01115167
BVS,USBP,Burlington/Mount Vernon,WA,USA,48.47088889,-122.4208611
BVX,USBP,Batesville,AR,USA,35.726105,-91.64736083
BVY,USBP,Beverly,MA,USA,42.58417111,-70.91651833
BWC,USBP,Brawley,CA,USA,32.9931,-115.5169325
BWD,USBP,Brownwood,TX,USA,31.79362222,-98.95649528
BWG,USBP,Bowling Green,KY,USA,36.96451667,-86.41967917
BWI,USBP,Baltimore,MD,USA,39.17540167,-76.66819833
BWP,USBP,Wahpeton,ND,USA,46.24640083,-96.6056825
BXA,USBP,Bogalusa,LA,USA,30.81368639,-89.86496444
BXG,USBP,Waynesboro,GA,USA,33.04093056,-82.00397917
BXK,USBP,Buckeye,AZ,USA,33.42088556,-112.6863
BYA,USBP,Boundary,AK,USA,64.07830278,-141.113375
BYG,USBP,Buffalo,WY,USA,44.38108528,-106.7217897
BYI,USBP,Burley,ID,USA,42.54260361,-113.7715442
BZN,USBP,Bozeman,MT,USA,45.77690139,-111.1530072
C00,USBP,Aledo,IL,USA,41.248645,-90.73708361
C05,USBP,Chenega,AK,USA,60.07730556,-147.9918889
C09,USBP,Morris,IL,USA,41.42541667,-88.41869444
C15,USBP,Pekin,IL,USA,40.48820611,-89.67591083
C17,USBP,Marion,IA,USA,42.03111083,-91.52934222
C18,USBP,Chicago/Frankfort,IL,USA,41.4775,-87.84047222
C25,USBP,Waverly,IA,USA,42.7419525,-92.50793528
C29,USBP,Middleton,WI,USA,43.11424444,-89.53073222
C34,USBP,Gibson City,IL,USA,40.48578389,-88.2672725
C35,USBP,Reedsburg,WI,USA,43.52589944,-89.98322194
C47,USBP,Portage,WI,USA,43.5600925,-89.48309278
C52,USBP,Burlington,WI,USA,42.69056389,-88.30464
C56,USBP,Chicago/Monee,IL,USA,41.37756167,-87.68137528
C62,USBP,Kendallville,IN,USA,41.47271639,-85.26080833
C65,USBP,Plymouth,IN,USA,41.36513333,-86.30050417
C66,USBP,Monmouth,IL,USA,40.92970444,-90.63110722
C71,USBP,Crosby,MS,USA,31.29600472,-91.05288167
C73,USBP,Dixon,IL,USA,41.83369889,-89.44621333
C75,USBP,Lacon,IL,USA,41.01928583,-89.38642222
C77,USBP,Poplar Grove,IL,USA,42.32268639,-88.83651833
C80,USBP,Coalinga,CA,USA,36.16313889,-120.2938139
C81,USBP,Chicago/Round Lake Park,IL,USA,42.32461111,-88.07408806
C83,USBP,Byron,CA,USA,37.8284525,-121.6258219
C91,USBP,Dowagiac,MI,USA,41.99293417,-86.1280125
CAD,USBP,Cadillac,MI,USA,44.27531333,-85.41892694
CAE,USBP,Columbia,SC,USA,33.93884,-81.11953944
CAG,USBP,Craig,CO,USA,40.49522139,-107.5216467
CAK,USBP,Akron,OH,USA,40.91631194,-81.44246556
CAO,USBP,Clayton,NM,USA,36.44585972,-103.1546583
CAR,USBP,Caribou,ME,USA,46.8715,-68.01791667
CAV,USBP,Clarion,IA,USA,42.74194389,-93.75890944
CBE,USBP,Cumberland,MD,USA,39.61541667,-78.76086361
CBF,USBP,Council Bluffs,IA,USA,41.25947222,-95.75997222
CBG,USBP,Cambridge,MN,USA,45.55854639,-93.26464361
CBK,USBP,Colby,KS,USA,39.42753083,-101.0465719
CCB,USBP,Upland,CA,USA,34.11154056,-117.6875897
CCO,USBP,Newnan,GA,USA,33.31208333,-84.77027778
CCR,USBP,Concord,CA,USA,37.98965639,-122.0568972
CCY,USBP,Charles City,IA,USA,43.07260861,-92.61077833
CDB,USBP,Cold Bay,AK,USA,55.20559972,-162.7242628
CDC,USBP,Cedar City,UT,USA,37.70097028,-113.098575
CDH,USBP,Camden,AR,USA,33.62279917,-92.76339528
CDI,USBP,Cambridge,OH,USA,39.97504417,-81.57759528
CDK,USBP,Cedar Key,FL,USA,29.137745,-83.04984361
CDN,USBP,Camden,SC,USA,34.28358333,-80.56486111
CDR,USBP,Chadron,NE,USA,42.83755556,-103.0954167
CDV,USBP,Cordova,AK,USA,60.49183389,-145.4776503
CDW,USBP,Caldwell,NJ,USA,40.87522278,-74.28135667
CEC,USBP,Crescent City,CA,USA,41.78015722,-124.2365333
CEF,USBP,Chicopee,MA,USA,42.19826389,-72.53425833
CEK,USBP,Crete,NE,USA,40.61791667,-96.92488889
CEM,USBP,Central,AK,USA,65.57380667,-144.7832908
CEU,USBP,Clemson,SC,USA,34.67205556,-82.88644444
CEV,USBP,Connersville,IN,USA,39.69803139,-85.13124528
CEW,USBP,Crestview,FL,USA,30.77883333,-86.52211111
CEY,USBP,Murray,KY,USA,36.66458333,-88.37277722
CEZ,USBP,Cortez,CO,USA,37.30299778,-108.6280658
CFD,USBP,Bryan,TX,USA,30.71569444,-96.33136111
CFJ,USBP,Crawfordsville,IN,USA,39.97562861,-86.91986361
CFK,USBP,Chefornak,AK,USA,60.14922556,-164.2856325
CFT,USBP,Clifton-Morenci,AZ,USA,32.95284306,-109.2103453
CFV,USBP,Coffeyville,KS,USA,37.0940475,-95.57189417
CGA,USBP,Craig,AK,USA,55.47883139,-133.1478011
CGC,USBP,Crystal River,FL,USA,28.86727778,-82.57130556
CGE,USBP,Cambridge,MD,USA,38.53930556,-76.03036111
CGF,USBP,Cleveland,OH,USA,41.56512389,-81.48635389
CGI,USBP,Cape Girardeau,MO,USA,37.22531694,-89.57075167
CGS,USBP,College Park,MD,USA,38.98058333,-76.92230556
CGX,USBP,Chicago,IL,USA,41.85884389,-87.60791167
CGZ,USBP,Casa Grande,AZ,USA,32.95488889,-111.7668333
CHA,USBP,Chattanooga,TN,USA,35.03526833,-85.20378778
CHD,USBP,Chandler,AZ,USA,33.26908333,-111.8111389
CHK,USBP,Chickasha,OK,USA,35.09614694,-97.96618361
CHO,USBP,Charlottesville,VA,USA,38.13863889,-78.45286111
CHP,USBP,Circle Hot Springs,AK,USA,65.48547222,-144.6107836
CHS,USBP,Charleston,SC,USA,32.89864639,-80.04050583
CHT,USBP,Chillicothe,MO,USA,39.78215278,-93.49568056
CHU,USBP,Caledonia,MN,USA,43.59635861,-91.50394639
CIC,USBP,Chico,CA,USA,39.79538278,-121.8584231
CID,USBP,Cedar Rapids,IA,USA,41.88458833,-91.71087222
CII,USBP,Choteau,MT,USA,47.82528056,-112.1662136
CIK,USBP,Chalkyitsik,AK,USA,66.64969083,-143.7359492
CIN,USBP,Carroll,IA,USA,42.04619444,-94.789
CIR,USBP,Cairo,IL,USA,37.06447222,-89.21961111
CIU,USBP,Sault Ste. Marie,MI,USA,46.25075194,-84.47238528
CJR,USBP,Culpeper,VA,USA,38.5267075,-77.85885528
CJX,USBP,Crooked Creek,AK,USA,61.86902194,-158.1371178
CKB,USBP,Clarksburg,WV,USA,39.29663889,-80.22808333
CKC,USBP,Grand Marais,MN,USA,47.83830556,-90.38313889
CKF,USBP,Cordele,GA,USA,31.98883333,-83.77391667
CKI,USBP,Kingstree,SC,USA,33.71722222,-79.85697222
CKM,USBP,Clarksdale,MS,USA,34.29971,-90.51231611
CKN,USBP,Crookston,MN,USA,47.84169417,-96.62162028
CKP,USBP,Cherokee,IA,USA,42.73147222,-95.55613889
CKU,USBP,Cordova,AK,USA,60.54390333,-145.7267042
CKV,USBP,Clarksville,TN,USA,36.62188083,-87.41495361
CKX,USBP,Chicken,AK,USA,64.07133833,-141.9522792
CLD,USBP,NA,NA,USA,33.127231,-117.278727
CLE,USBP,Cleveland,OH,USA,41.41089417,-81.84939667
CLI,USBP,Clintonville,WI,USA,44.61381306,-88.73126667
CLK,USBP,Clinton,OK,USA,35.53832778,-98.932695
CLL,USBP,College Station,TX,USA,30.58858944,-96.36382417
CLM,USBP,Port Angeles,WA,USA,48.12019444,-123.4996944
CLP,USBP,Clarks Point,AK,USA,58.84230472,-158.5452331
CLS,USBP,Chehalis,WA,USA,46.67649194,-122.9792967
CLT,USBP,Charlotte,NC,USA,35.21401111,-80.94312583
CLW,USBP,Clearwater,FL,USA,27.97668639,-82.75874028
CMA,USBP,Camarillo,CA,USA,34.21375472,-119.0943264
CMH,USBP,Columbus,OH,USA,39.99798528,-82.89188278
CMI,USBP,Champaign/Urbana,IL,USA,40.03925,-88.27805556
CMX,USBP,Hancock,MI,USA,47.16841722,-88.48906083
CMY,USBP,Sparta,WI,USA,43.95834806,-90.7378975
CNC,USBP,Chariton,IA,USA,41.01962389,-93.35968028
CNH,USBP,Claremont,NH,USA,43.37043194,-72.36867667
CNK,USBP,Concordia,KS,USA,39.54925139,-97.65231667
CNM,USBP,Carlsbad,NM,USA,32.33747222,-104.2632778
CNO,USBP,Chino,CA,USA,33.97469444,-117.6366111
CNP,USBP,Chappell,NE,USA,41.07747222,-102.4640556
CNU,USBP,Chanute,KS,USA,37.66879722,-95.48506444
CNW,USBP,Waco,TX,USA,31.63783139,-97.07413889
CNY,USBP,Moab,UT,USA,38.75495611,-109.7548439
COD,USBP,Cody,WY,USA,44.52019417,-109.0237961
COE,USBP,Coeur D'Alene,ID,USA,47.77429167,-116.8196231
COI,USBP,Merritt Island,FL,USA,28.34158944,-80.6854975
